Datetime Slot,Actual Datetime,Device ID,Base Station,Volumetric Water Content
2019-12-25 04:00:00-06:00,2019-12-25 04:06:32-06:00,3DE9BB,66ED,0.3893563
2019-12-25 04:00:00-06:00,2019-12-25 04:08:17-06:00,3DF58A,66ED,0.3568115
2019-12-25 04:00:00-06:00,2019-12-25 04:08:57-06:00,3DF675,66ED,0.3751980
2019-12-25 04:00:00-06:00,2019-12-25 04:10:35-06:00,3DF593,66ED,0.3626688
2019-12-25 04:00:00-06:00,2019-12-25 04:11:53-06:00,3DFFF0,66ED,0.3688752
2019-12-25 04:00:00-06:00,2019-12-25 04:13:05-06:00,3DFF9A,66ED,0.3661599
2019-12-25 04:00:00-06:00,2019-12-25 04:13:23-06:00,3DFF5B,66ED,0.3691467
2019-12-25 04:00:00-06:00,2019-12-25 04:24:01-06:00,3DE9B7,66ED,0.3581303
2019-12-25 04:00:00-06:00,2019-12-25 04:27:39-06:00,3DF58B,66ED,0.3452909
2019-12-25 04:00:00-06:00,2019-12-25 04:29:34-06:00,3DE868,66ED,0.3379983
2019-12-25 04:30:00-06:00,2019-12-25 04:30:36-06:00,3DE430,66ED,0.3773314
2019-12-25 04:30:00-06:00,2019-12-25 04:36:37-06:00,3DE9BB,66ED,0.3888908
2019-12-25 04:30:00-06:00,2019-12-25 04:38:21-06:00,3DF58A,66ED,0.3568891
2019-12-25 04:30:00-06:00,2019-12-25 04:39:01-06:00,3DF675,66ED,0.3752367
2019-12-25 04:30:00-06:00,2019-12-25 04:39:08-06:00,3DFF73,66ED,0.3751204
2019-12-25 04:30:00-06:00,2019-12-25 04:40:39-06:00,3DF593,66ED,0.3625912
2019-12-25 04:30:00-06:00,2019-12-25 04:41:57-06:00,3DFFF0,66ED,0.3688752
2019-12-25 04:30:00-06:00,2019-12-25 04:43:09-06:00,3DFF9A,66ED,0.3661211
2019-12-25 04:30:00-06:00,2019-12-25 04:43:27-06:00,3DFF5B,66ED,0.3691855
2019-12-25 04:30:00-06:00,2019-12-25 04:48:57-06:00,3DF5FF,66ED,0.3709698
2019-12-25 04:30:00-06:00,2019-12-25 04:57:44-06:00,3DF58B,66ED,0.3453684
2019-12-25 04:30:00-06:00,2019-12-25 04:59:38-06:00,3DE868,66ED,0.3380371
2019-12-25 05:00:00-06:00,2019-12-25 05:00:39-06:00,3DE430,66ED,0.3772926
2019-12-25 05:00:00-06:00,2019-12-25 05:05:28-06:00,3DF628,66ED,0.3832275
2019-12-25 05:00:00-06:00,2019-12-25 05:08:24-06:00,3DF58A,66ED,0.3571218
2019-12-25 05:00:00-06:00,2019-12-25 05:09:04-06:00,3DF675,66ED,0.3751592
2019-12-25 05:00:00-06:00,2019-12-25 05:09:12-06:00,3DFF73,66ED,0.3752755
2019-12-25 05:00:00-06:00,2019-12-25 05:10:44-06:00,3DF593,66ED,0.3624748
2019-12-25 05:00:00-06:00,2019-12-25 05:12:01-06:00,3DFFF0,66ED,0.3687976
2019-12-25 05:00:00-06:00,2019-12-25 05:13:13-06:00,3DFF9A,66ED,0.3666254
2019-12-25 05:00:00-06:00,2019-12-25 05:19:00-06:00,3DF5FF,66ED,0.3718620
2019-12-25 05:00:00-06:00,2019-12-25 05:29:42-06:00,3DE868,66ED,0.3381535
2019-12-25 05:30:00-06:00,2019-12-25 05:30:43-06:00,3DE430,66ED,0.3771762
2019-12-25 05:30:00-06:00,2019-12-25 05:31:02-06:00,3E0442,66ED,0.3764780
2019-12-25 05:30:00-06:00,2019-12-25 05:35:32-06:00,3DF628,66ED,0.3833826
2019-12-25 05:30:00-06:00,2019-12-25 05:36:44-06:00,3DE9BB,66ED,0.3892787
2019-12-25 05:30:00-06:00,2019-12-25 05:38:28-06:00,3DF58A,66ED,0.3566563
2019-12-25 05:30:00-06:00,2019-12-25 05:39:07-06:00,3DF675,66ED,0.3756246
2019-12-25 05:30:00-06:00,2019-12-25 05:39:15-06:00,3DFF73,66ED,0.3749652
2019-12-25 05:30:00-06:00,2019-12-25 05:40:47-06:00,3DF593,66ED,0.3629015
2019-12-25 05:30:00-06:00,2019-12-25 05:42:06-06:00,3DFFF0,66ED,0.3689528
2019-12-25 05:30:00-06:00,2019-12-25 05:43:16-06:00,3DFF9A,66ED,0.3660047
2019-12-25 05:30:00-06:00,2019-12-25 05:43:35-06:00,3DFF5B,66ED,0.3691467
2019-12-25 05:30:00-06:00,2019-12-25 05:54:12-06:00,3DE9B7,66ED,0.3575873
2019-12-25 05:30:00-06:00,2019-12-25 05:57:51-06:00,3DF58B,66ED,0.3446314
2019-12-25 05:30:00-06:00,2019-12-25 05:59:46-06:00,3DE868,66ED,0.3381147
2019-12-25 06:00:00-06:00,2019-12-25 06:00:47-06:00,3DE430,66ED,0.3774090
2019-12-25 06:00:00-06:00,2019-12-25 06:05:36-06:00,3DF628,66ED,0.3833826
2019-12-25 06:00:00-06:00,2019-12-25 06:06:48-06:00,3DE9BB,66ED,0.3888908
2019-12-25 06:00:00-06:00,2019-12-25 06:08:31-06:00,3DF58A,66ED,0.3571218
2019-12-25 06:00:00-06:00,2019-12-25 06:09:11-06:00,3DF675,66ED,0.3752755
2019-12-25 06:00:00-06:00,2019-12-25 06:09:18-06:00,3DFF73,66ED,0.3751592
2019-12-25 06:00:00-06:00,2019-12-25 06:10:51-06:00,3DF593,66ED,0.3623585
2019-12-25 06:00:00-06:00,2019-12-25 06:12:09-06:00,3DFFF0,66ED,0.3687976
2019-12-25 06:00:00-06:00,2019-12-25 06:13:20-06:00,3DFF9A,66ED,0.3659271
2019-12-25 06:00:00-06:00,2019-12-25 06:13:39-06:00,3DFF5B,66ED,0.3694182
2019-12-25 06:00:00-06:00,2019-12-25 06:19:09-06:00,3DF5FF,66ED,0.3708923
2019-12-25 06:00:00-06:00,2019-12-25 06:29:49-06:00,3DE868,66ED,0.3379983
2019-12-25 06:30:00-06:00,2019-12-25 06:30:51-06:00,3DE430,66ED,0.3772926
2019-12-25 06:30:00-06:00,2019-12-25 06:31:09-06:00,3E0442,66ED,0.3764004
2019-12-25 06:30:00-06:00,2019-12-25 06:35:39-06:00,3DF628,66ED,0.3834602
2019-12-25 06:30:00-06:00,2019-12-25 06:36:52-06:00,3DE9BB,66ED,0.3893951
2019-12-25 06:30:00-06:00,2019-12-25 06:38:36-06:00,3DF58A,66ED,0.3572770
2019-12-25 06:30:00-06:00,2019-12-25 06:39:15-06:00,3DF675,66ED,0.3752367
2019-12-25 06:30:00-06:00,2019-12-25 06:39:22-06:00,3DFF73,66ED,0.3751980
2019-12-25 06:30:00-06:00,2019-12-25 06:40:53-06:00,3DF593,66ED,0.3626688
2019-12-25 06:30:00-06:00,2019-12-25 06:42:12-06:00,3DFFF0,66ED,0.3686424
2019-12-25 06:30:00-06:00,2019-12-25 06:43:24-06:00,3DFF9A,66ED,0.3660823
2019-12-25 06:30:00-06:00,2019-12-25 06:43:42-06:00,3DFF5B,66ED,0.3691467
2019-12-25 06:30:00-06:00,2019-12-25 06:49:12-06:00,3DF5FF,66ED,0.3710086
2019-12-25 06:30:00-06:00,2019-12-25 06:57:58-06:00,3DF58B,66ED,0.3452133
2019-12-25 06:30:00-06:00,2019-12-25 06:59:53-06:00,3DE868,66ED,0.3381535
2019-12-25 07:00:00-06:00,2019-12-25 07:00:55-06:00,3DE430,66ED,0.3774866
2019-12-25 07:00:00-06:00,2019-12-25 07:01:13-06:00,3E0442,66ED,0.3765944
2019-12-25 07:00:00-06:00,2019-12-25 07:06:55-06:00,3DE9BB,66ED,0.3889296
2019-12-25 07:00:00-06:00,2019-12-25 07:08:39-06:00,3DF58A,66ED,0.3575873
2019-12-25 07:00:00-06:00,2019-12-25 07:09:19-06:00,3DF675,66ED,0.3756634
2019-12-25 07:00:00-06:00,2019-12-25 07:09:26-06:00,3DFF73,66ED,0.3750428
2019-12-25 07:00:00-06:00,2019-12-25 07:10:57-06:00,3DF593,66ED,0.3625524
2019-12-25 07:00:00-06:00,2019-12-25 07:12:17-06:00,3DFFF0,66ED,0.3686424
2019-12-25 07:00:00-06:00,2019-12-25 07:13:28-06:00,3DFF9A,66ED,0.3666642
2019-12-25 07:00:00-06:00,2019-12-25 07:13:46-06:00,3DFF5B,66ED,0.3691467
2019-12-25 07:00:00-06:00,2019-12-25 07:24:25-06:00,3DE9B7,66ED,0.3580528
2019-12-25 07:00:00-06:00,2019-12-25 07:28:02-06:00,3DF58B,66ED,0.3450193
2019-12-25 07:00:00-06:00,2019-12-25 07:29:57-06:00,3DE868,66ED,0.3379595
2019-12-25 07:30:00-06:00,2019-12-25 07:30:59-06:00,3DE430,66ED,0.3772538
2019-12-25 07:30:00-06:00,2019-12-25 07:31:18-06:00,3E0442,66ED,0.3765944
2019-12-25 07:30:00-06:00,2019-12-25 07:35:47-06:00,3DF628,66ED,0.3830335
2019-12-25 07:30:00-06:00,2019-12-25 07:37:00-06:00,3DE9BB,66ED,0.3894727
2019-12-25 07:30:00-06:00,2019-12-25 07:38:44-06:00,3DF58A,66ED,0.3565787
2019-12-25 07:30:00-06:00,2019-12-25 07:39:23-06:00,3DF675,66ED,0.3757798
2019-12-25 07:30:00-06:00,2019-12-25 07:39:30-06:00,3DFF73,66ED,0.3753919
2019-12-25 07:30:00-06:00,2019-12-25 07:41:01-06:00,3DF593,66ED,0.3628239
2019-12-25 07:30:00-06:00,2019-12-25 07:42:19-06:00,3DFFF0,66ED,0.3687200
2019-12-25 07:30:00-06:00,2019-12-25 07:43:32-06:00,3DFF9A,66ED,0.3661599
2019-12-25 07:30:00-06:00,2019-12-25 07:43:50-06:00,3DFF5B,66ED,0.3692243
2019-12-25 07:30:00-06:00,2019-12-25 07:49:19-06:00,3DF5FF,66ED,0.3717069
2019-12-25 07:30:00-06:00,2019-12-25 07:54:29-06:00,3DE9B7,66ED,0.3578200
2019-12-25 07:30:00-06:00,2019-12-25 07:58:06-06:00,3DF58B,66ED,0.3447866
2019-12-25 08:00:00-06:00,2019-12-25 08:00:01-06:00,3DE868,66ED,0.3379595
2019-12-25 08:00:00-06:00,2019-12-25 08:01:02-06:00,3DE430,66ED,0.3772926
2019-12-25 08:00:00-06:00,2019-12-25 08:01:21-06:00,3E0442,66ED,0.3764392
2019-12-25 08:00:00-06:00,2019-12-25 08:05:52-06:00,3DF628,66ED,0.3831499
2019-12-25 08:00:00-06:00,2019-12-25 08:07:03-06:00,3DE9BB,66ED,0.3887357
2019-12-25 08:00:00-06:00,2019-12-25 08:08:47-06:00,3DF58A,66ED,0.3566563
2019-12-25 08:00:00-06:00,2019-12-25 08:09:26-06:00,3DF675,66ED,0.3750428
2019-12-25 08:00:00-06:00,2019-12-25 08:09:34-06:00,3DFF73,66ED,0.3752755
2019-12-25 08:00:00-06:00,2019-12-25 08:11:06-06:00,3DF593,66ED,0.3625524
2019-12-25 08:00:00-06:00,2019-12-25 08:12:23-06:00,3DFFF0,66ED,0.3687588
2019-12-25 08:00:00-06:00,2019-12-25 08:13:36-06:00,3DFF9A,66ED,0.3666642
2019-12-25 08:00:00-06:00,2019-12-25 08:13:54-06:00,3DFF5B,66ED,0.3691467
2019-12-25 08:00:00-06:00,2019-12-25 08:19:23-06:00,3DF5FF,66ED,0.3709311
2019-12-25 08:00:00-06:00,2019-12-25 08:28:11-06:00,3DF58B,66ED,0.3450581
2019-12-25 08:30:00-06:00,2019-12-25 08:30:05-06:00,3DE868,66ED,0.3379208
2019-12-25 08:30:00-06:00,2019-12-25 08:31:06-06:00,3DE430,66ED,0.3772150
2019-12-25 08:30:00-06:00,2019-12-25 08:38:51-06:00,3DF58A,66ED,0.3566951
2019-12-25 08:30:00-06:00,2019-12-25 08:39:38-06:00,3DFF73,66ED,0.3751980
2019-12-25 08:30:00-06:00,2019-12-25 08:41:10-06:00,3DF593,66ED,0.3624748
2019-12-25 08:30:00-06:00,2019-12-25 08:42:27-06:00,3DFFF0,66ED,0.3686037
2019-12-25 08:30:00-06:00,2019-12-25 08:43:38-06:00,3DFF9A,66ED,0.3659659
2019-12-25 08:30:00-06:00,2019-12-25 08:43:57-06:00,3DFF5B,66ED,0.3691467
2019-12-25 08:30:00-06:00,2019-12-25 08:49:28-06:00,3DF5FF,66ED,0.3709698
2019-12-25 08:30:00-06:00,2019-12-25 08:58:15-06:00,3DF58B,66ED,0.3446702
2019-12-25 09:00:00-06:00,2019-12-25 09:00:09-06:00,3DE868,66ED,0.3380371
2019-12-25 09:00:00-06:00,2019-12-25 09:01:11-06:00,3DE430,66ED,0.3772926
2019-12-25 09:00:00-06:00,2019-12-25 09:01:29-06:00,3E0442,66ED,0.3764392
2019-12-25 09:00:00-06:00,2019-12-25 09:07:11-06:00,3DE9BB,66ED,0.3896278
2019-12-25 09:00:00-06:00,2019-12-25 09:08:54-06:00,3DF58A,66ED,0.3570830
2019-12-25 09:00:00-06:00,2019-12-25 09:09:34-06:00,3DF675,66ED,0.3751980
2019-12-25 09:00:00-06:00,2019-12-25 09:11:13-06:00,3DF593,66ED,0.3625524
2019-12-25 09:00:00-06:00,2019-12-25 09:12:31-06:00,3DFFF0,66ED,0.3685649
2019-12-25 09:00:00-06:00,2019-12-25 09:13:42-06:00,3DFF9A,66ED,0.3658496
2019-12-25 09:00:00-06:00,2019-12-25 09:14:01-06:00,3DFF5B,66ED,0.3691467
2019-12-25 09:00:00-06:00,2019-12-25 09:19:31-06:00,3DF5FF,66ED,0.3716681
2019-12-25 09:00:00-06:00,2019-12-25 09:24:39-06:00,3DE9B7,66ED,0.3576261
2019-12-25 09:00:00-06:00,2019-12-25 09:28:18-06:00,3DF58B,66ED,0.3452133
2019-12-25 09:30:00-06:00,2019-12-25 09:30:12-06:00,3DE868,66ED,0.3381147
2019-12-25 09:30:00-06:00,2019-12-25 09:31:14-06:00,3DE430,66ED,0.3772926
2019-12-25 09:30:00-06:00,2019-12-25 09:37:15-06:00,3DE9BB,66ED,0.3891624
2019-12-25 09:30:00-06:00,2019-12-25 09:38:58-06:00,3DF58A,66ED,0.3575485
2019-12-25 09:30:00-06:00,2019-12-25 09:39:38-06:00,3DF675,66ED,0.3756634
2019-12-25 09:30:00-06:00,2019-12-25 09:39:45-06:00,3DFF73,66ED,0.3753143
2019-12-25 09:30:00-06:00,2019-12-25 09:41:16-06:00,3DF593,66ED,0.3626688
2019-12-25 09:30:00-06:00,2019-12-25 09:42:34-06:00,3DFFF0,66ED,0.3688752
2019-12-25 09:30:00-06:00,2019-12-25 09:43:46-06:00,3DFF9A,66ED,0.3660823
2019-12-25 09:30:00-06:00,2019-12-25 09:44:05-06:00,3DFF5B,66ED,0.3691855
2019-12-25 09:30:00-06:00,2019-12-25 09:54:43-06:00,3DE9B7,66ED,0.3574321
2019-12-25 10:00:00-06:00,2019-12-25 10:19:38-06:00,3DF5FF,66ED,0.3717844
2019-12-25 10:00:00-06:00,2019-12-25 10:24:47-06:00,3DE9B7,66ED,0.3574709
2019-12-25 10:00:00-06:00,2019-12-25 10:28:26-06:00,3DF58B,66ED,0.3451357
2019-12-25 10:30:00-06:00,2019-12-25 10:30:20-06:00,3DE868,66ED,0.3380371
2019-12-25 10:30:00-06:00,2019-12-25 10:31:22-06:00,3DE430,66ED,0.3774866
2019-12-25 10:30:00-06:00,2019-12-25 10:37:22-06:00,3DE9BB,66ED,0.3892011
2019-12-25 10:30:00-06:00,2019-12-25 10:39:06-06:00,3DF58A,66ED,0.3572770
2019-12-25 10:30:00-06:00,2019-12-25 10:39:46-06:00,3DF675,66ED,0.3756634
2019-12-25 10:30:00-06:00,2019-12-25 10:39:54-06:00,3DFF73,66ED,0.3751592
2019-12-25 10:30:00-06:00,2019-12-25 10:41:24-06:00,3DF593,66ED,0.3625524
2019-12-25 10:30:00-06:00,2019-12-25 10:43:54-06:00,3DFF9A,66ED,0.3660823
2019-12-25 10:30:00-06:00,2019-12-25 10:44:12-06:00,3DFF5B,66ED,0.3690691
2019-12-25 10:30:00-06:00,2019-12-25 10:49:42-06:00,3DF5FF,66ED,0.3716293
2019-12-25 11:00:00-06:00,2019-12-25 11:00:24-06:00,3DE868,66ED,0.3381535
2019-12-25 11:00:00-06:00,2019-12-25 11:01:26-06:00,3DE430,66ED,0.3771762
2019-12-25 11:00:00-06:00,2019-12-25 11:06:14-06:00,3DF628,66ED,0.3830723
2019-12-25 11:00:00-06:00,2019-12-25 11:07:27-06:00,3DE9BB,66ED,0.3889684
2019-12-25 11:00:00-06:00,2019-12-25 11:09:11-06:00,3DF58A,66ED,0.3570442
2019-12-25 11:00:00-06:00,2019-12-25 11:09:50-06:00,3DF675,66ED,0.3751204
2019-12-25 11:00:00-06:00,2019-12-25 11:09:57-06:00,3DFF73,66ED,0.3749652
2019-12-25 11:00:00-06:00,2019-12-25 11:11:28-06:00,3DF593,66ED,0.3625136
2019-12-25 11:00:00-06:00,2019-12-25 11:12:46-06:00,3DFFF0,66ED,0.3686812
2019-12-25 11:00:00-06:00,2019-12-25 11:13:58-06:00,3DFF9A,66ED,0.3666254
2019-12-25 11:00:00-06:00,2019-12-25 11:14:16-06:00,3DFF5B,66ED,0.3691467
2019-12-25 11:00:00-06:00,2019-12-25 11:28:34-06:00,3DF58B,66ED,0.3444763
2019-12-25 11:30:00-06:00,2019-12-25 11:30:28-06:00,3DE868,66ED,0.3381923
2019-12-25 11:30:00-06:00,2019-12-25 11:31:47-06:00,3E045F,66ED,0.3904036
2019-12-25 11:30:00-06:00,2019-12-25 11:37:30-06:00,3DE9BB,66ED,0.3889684
2019-12-25 11:30:00-06:00,2019-12-25 11:39:15-06:00,3DF58A,66ED,0.3570054
2019-12-25 11:30:00-06:00,2019-12-25 11:39:53-06:00,3DF675,66ED,0.3751980
2019-12-25 11:30:00-06:00,2019-12-25 11:40:01-06:00,3DFF73,66ED,0.3749264
2019-12-25 11:30:00-06:00,2019-12-25 11:41:33-06:00,3DF593,66ED,0.3624360
2019-12-25 11:30:00-06:00,2019-12-25 11:42:50-06:00,3DFFF0,66ED,0.3686424
2019-12-25 11:30:00-06:00,2019-12-25 11:44:02-06:00,3DFF9A,66ED,0.3659271
2019-12-25 11:30:00-06:00,2019-12-25 11:44:20-06:00,3DFF5B,66ED,0.3689916
